"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
5,3,16.9,1,11,17,3.8,24.6,1,3,530,9,1.29,111.69,15
7,13,15.7,0,11.5,19,3.7,44.6,1,4,1257,10,1.44,140.95,15
5,5,15.8,1,11.7,13,3.7,34.4,0,3,703,8,0.54,45.19,10
21,4,16.2,1,15.3,29,3.6,19.4,0,3,747,7,1.33,121.33,8
23,13,16.4,4,13.5,25,3.8,15.2,8,3,607,10,8.39,959.36,7
24,14,14.9,0,11.8,19,3.4,44.7,0,3,1148,8,2.15,249.73,9
7,13,15.7,1,10.7,19,3.8,28.8,1,3,485,8,2.11,203.93,15
2,2,16.1,0,12,17,3.8,27.9,2,4,608,10,3.13,425.75,1
16,7,15.4,1,10.6,11,3.7,31.5,1,3,578,9,2.97,327.89,8
7,14,15.2,2,10.9,18,3.8,34.5,2,2,257,7,6.31,707.14,4
16,14,15.8,3,10.5,30,3.5,27.8,1,4,665,10,0.92,128.43,10
12,4,15.5,1,10.9,24,3.6,42.7,2,4,682,10,7.54,777.15,1
11,7,16.4,2,16.6,22,3.8,35.3,0,3,699,9,1.27,139.43,4
2,14,15.6,3,12.1,18,3.7,40.5,0,4,770,10,1.39,50.75,1
16,4,14.9,6,10.6,22,4,33,0,2,834,6,3.08,196.02,10
12,8,16,0,12.8,24,3.8,37.7,0,3,482,8,1.55,189.76,2
14,13,15.8,4,13,25,3.7,44.2,24,4,932,10,4.09,432.59,15
8,7,14.3,2,9.7,16,3.7,35.8,0,3,752,8,1.57,145.36,10
24,3,16,3,13.3,20,3.9,43,64,3,625,10,1.62,104.67,13
13,14,14.8,1,5.5,17,3.8,31.9,0,3,530,9,1.13,173.73,2
16,4,15.8,3,16.1,22,3.7,43.4,33,4,432,10,5.76,514.66,12
21,4,17.2,0,13.1,15,3.9,53.1,0,2,435,6,0.65,37,6
3,14,15.8,0,11.6,21,4.1,38.8,0,3,810,9,0.17,22.82,1
2,2,15.9,3,12.7,27,4,37.8,2,4,740,10,3.43,336.1,1
19,5,16.6,5,16.4,24,3.6,33.9,1,2,935,6,2.17,184.08,13
21,5,16.1,5,14.1,25,3.7,25.6,4,3,378,11,3.67,183.08,8
18,13,15.6,2,14,25,4,34.1,14,3,772,10,5.9,602.61,8
11,2,16,0,13,17,3.7,27.3,2,2,755,8,8.52,630.97,4
2,14,14.5,0,7.6,24,3.6,37.1,0,3,1284,9,0.97,146.75,15
7,7,15.3,1,7.6,25,3.8,22.9,3,3,829,7,1.07,114.39,15
14,5,16.1,3,12.1,27,3.9,35,1,3,582,7,1.41,169.33,9
16,14,15.6,0,10.5,14,4,39.6,0,3,656,8,0.59,45.98,12
8,14,14.3,1,10.3,25,3.7,36.9,0,2,479,8,1.1,32.85,13
12,4,15.8,1,10.4,20,4,46,45,3,860,10,6.18,584.5,3
2,2,16.1,2,14.9,29,3.9,36.6,0,2,661,9,2.17,205.27,9
16,7,14.8,0,12.3,20,3.8,20.6,47,2,771,8,6.46,653.4,6
16,14,16,0,12.1,16,4.1,34.8,0,3,551,10,1.17,100.88,6
5,13,15.8,2,11.2,23,3.7,52.3,1,3,674,7,2.43,173.37,15
2,14,15,2,13.4,28,3.8,36.4,0,3,853,8,2.63,256.31,14
9,13,15.3,2,8.5,24,3.8,35.2,4,4,531,10,4.06,428.36,12
23,13,16.1,0,14,19,3.8,26.2,2,2,621,7,3.66,394.5,7
16,14,17.7,2,19.5,20,4,30.2,1,2,473,6,2.18,195.14,10
23,13,15.7,4,10.7,25,3.9,32.4,3,3,824,9,6.4,621.47,7
13,2,15.7,0,6.9,18,3.7,33.3,4,2,663,8,4.69,757.84,9
5,1,16.6,4,13.4,22,3.7,45.3,0,3,670,7,0.65,43.37,8
21,13,16.1,1,13.3,24,3.5,37.8,1,3,509,8,1.05,153.68,15
12,14,16.3,1,12.8,21,4,40.2,3,4,1143,11,1.31,191.61,3
2,2,16.2,4,10.9,25,3.8,29,1,4,704,10,4.2,501.45,9
19,1,16.6,3,13.5,27,3.8,39.4,1,3,933,7,4.45,298.8,5
24,2,18.7,0,12.7,15,3.8,57.9,3,2,700,6,6.07,448.28,13
21,13,16.4,6,15.3,24,3.9,48.6,1,4,830,11,3.08,276.68,11
11,13,16.4,1,14.3,21,3.3,48.5,41,3,875,10,2.15,206.47,4
7,3,16.2,1,13.5,16,3.9,36.1,0,4,1079,11,0.45,69.49,11
12,11,15.4,2,10.4,25,3.8,45.9,0,2,738,7,3.15,393.68,1
14,13,15.2,2,10.1,24,3.2,30.2,63,2,754,8,2.66,280.18,9
24,6,15.4,6,14.2,26,3.8,31.4,1,3,262,7,2,137.29,13
22,2,16.4,0,14.7,23,3.7,42.9,0,3,538,10,0.39,17.95,2
21,7,14.7,0,10,24,3.9,46.2,0,3,544,10,1.13,61.48,8
12,4,15.5,4,13.6,25,3.9,28.6,30,2,475,7,0.49,386.64,3
16,7,15.6,2,13.4,20,3.3,41.7,0,4,359,11,1.99,188.46,12
3,5,15.7,0,14.5,19,3.8,43.3,62,3,713,8,5.83,477.2,3
3,14,14.2,1,7.1,21,3.9,38.6,0,3,765,9,0.45,30.46,13
16,5,15.8,0,11.8,20,4,49.6,0,3,335,8,2,231.08,14
21,14,16,3,13.6,25,4,37.2,0,4,873,11,0.9,96.98,8
19,14,14.8,2,13.5,21,4.1,35.1,0,3,674,9,0.57,92.67,5
7,2,15.9,1,12.2,21,3.6,52,0,3,753,8,0.55,81.14,11
11,14,15.1,2,12.7,26,3.5,39.3,81,2,876,7,2.16,223.16,4
23,1,16.8,4,14.2,26,3,43.5,4,4,846,11,4.5,264.72,10
24,3,16.1,4,12.9,21,3.8,38.1,66,3,661,10,2.15,190.67,13
23,13,16,5,13,17,3.7,35.2,2,3,258,10,3.34,222.3,7
14,2,15.8,2,15.6,19,3.8,40.6,0,2,780,7,0.47,47.69,11
7,11,16.5,1,13.1,23,3.8,34,0,2,1023,7,1.81,186.85,11
16,9,15.8,1,11,13,3.8,32.7,21,2,1212,7,6.3,857.68,12
19,13,16.4,3,14.7,20,4,43.9,0,3,741,11,1.07,52.56,5
12,4,16.2,2,15.2,18,3.9,44.3,22,4,583,10,3.68,280.93,9
16,5,16.3,1,13.4,14,3.7,21.9,5,3,590,9,9.47,602.27,3
7,2,16,0,14.5,16,4.1,38.2,3,2,1013,7,9.42,561.45,15
24,14,14.6,2,11.5,24,3.9,34.1,0,2,847,6,2.73,98.76,13
7,13,15.1,6,14.6,25,3.7,46,0,3,380,8,0.39,31.85,15
16,9,16.2,4,11.6,24,3.5,43.6,0,1,1025,7,0.78,36.31,10
5,7,14.8,1,11.5,24,3.6,29.5,36,2,734,8,5.2,473.88,15
24,2,16.9,6,14.5,26,3.7,39.9,0,3,642,10,2.77,208.65,13
9,9,15.9,0,13.5,14,3.9,25.4,0,3,738,8,0.96,350.23,12
2,2,16.2,1,9.6,20,3.8,37.3,27,3,470,10,3.88,423.78,9
13,13,16,5,14.3,27,3.7,44.6,0,3,888,11,0.64,32.41,13
4,3,16.4,3,17.3,28,3.8,37.9,1,2,1128,7,2.4,222.67,13
12,5,15.8,1,11.3,19,3.2,23.3,55,2,943,8,7.16,931.17,5
14,5,18,7,18.2,28,4.1,48.1,1,1,600,6,5.19,460.65,11
14,2,15.6,3,8.6,22,3.9,37.7,1,2,793,6,1,302.73,15
16,12,15.9,1,11.1,20,3.7,36.6,0,3,643,8,1.34,139.91,10
16,1,15.9,3,15.6,18,3.7,48.3,115,3,770,9,1.62,158.41,10
16,5,16.3,2,14.6,23,3.5,38.3,19,4,669,11,1.2,188.83,10
13,2,16.2,1,12.8,19,3.5,33.2,0,2,1232,7,0.68,34.7,9
16,14,15.3,3,12.9,15,3.8,31.8,27,3,637,9,2.49,347.9,1
24,14,15,0,14.1,17,3.9,33.6,0,3,591,7,1.06,96.21,13
5,13,16.3,2,9.9,26,3.8,36.8,4,3,979,10,1.36,173.8,15
20,11,16,1,13.6,21,4,37.7,1,3,1154,8,1.53,231.54,4
14,1,16.5,4,14.1,21,3.8,34.7,24,2,560,7,2.03,222.57,9
8,13,15.9,4,11.4,29,3.5,39.2,1,3,1376,9,1.45,108.92,10
8,7,16.4,4,10.3,23,3.6,28.9,0,2,836,9,0.29,20.63,10
19,10,15.8,0,11.2,19,3.3,55,0,3,905,7,0.43,25.39,5
7,2,16.2,0,11.8,25,3.9,25.7,0,4,810,10,0.28,43.25,15
16,5,16.7,5,12.4,11,4.2,37.8,0,4,814,11,2.09,126.98,1
7,7,15.8,1,11.8,24,4,27.3,72,3,701,9,7.73,843.78,11
19,11,16,0,10.5,18,3.9,38,2,4,647,9,2.96,285.93,5
17,13,15.8,3,13.2,19,4,37.9,1,2,943,7,5.57,441.78,9
2,5,15.7,2,13.4,22,4,45.9,1,3,854,9,2.59,283.64,14
13,14,15.3,4,13.2,25,3.6,28.8,0,2,255,6,0.17,30.88,9
7,4,14.7,0,10.4,21,3.8,42.6,0,3,859,10,2.02,120.48,8
24,3,16.2,3,13.1,29,4,30.1,0,2,986,6,0.13,9.75,7
5,11,15.6,1,10.6,20,3.7,35.5,48,3,500,7,4.75,415.22,4
14,13,14.9,1,8.3,21,3.9,46.5,1,3,707,7,2.63,284.77,15
7,7,14.7,1,13.9,23,4,36.5,27,2,712,8,1.6,134.89,15
7,3,16.3,1,12.3,17,3.8,31.8,21,3,464,10,1.95,173.32,15
16,9,16.6,0,9.8,20,3.8,37.7,0,3,446,7,0.56,83.56,12
8,14,15.3,0,12.6,22,3.8,50.2,0,3,638,7,0.86,116.85,8
16,5,15.4,1,13.2,28,3.1,39.1,38,4,410,8,3.67,436.1,12
14,2,16.2,2,14.2,29,3.9,44.3,1,4,949,10,4.59,549.49,15
16,8,15.8,0,10,22,3.8,28.6,0,3,725,8,1.7,261.13,12
10,4,15.2,1,13.3,26,3.5,24.9,1,2,347,8,3.5,339.28,3
2,2,15.6,2,13.2,26,3.8,32.4,0,3,537,8,0.57,52.61,9
5,7,15,0,10.3,20,4,43.2,0,3,607,7,2.11,175.53,15
20,6,16.1,3,13.4,25,3.9,28.1,1,2,251,7,2.82,216.68,7
5,3,16.4,1,12.6,18,3.7,44.4,5,5,288,11,1.43,34.33,15
13,13,14.9,2,8.8,22,3.8,38,1,2,560,7,1.08,72.52,9
23,7,16.6,6,8.7,30,3.9,39.6,0,4,892,11,1.59,130.01,7
15,14,15.1,2,10.9,27,3.4,36.1,0,4,670,10,0.56,57.02,1
16,6,15.3,4,9.5,21,3.7,24.5,0,3,672,9,2.17,196.01,1
16,8,16.1,1,13.2,18,3.4,35.9,1,3,396,7,1.38,193.5,12
16,4,15.1,3,10.6,25,3.1,33.3,98,3,429,8,4.93,437.34,12
16,11,16.6,1,13.5,18,3.7,35.1,0,3,1322,10,1.04,72.63,6
19,7,15.3,2,12.3,21,3.6,38.2,0,2,946,7,1.86,197.76,13
21,5,16.7,4,13.5,26,3.8,42.2,3,2,565,6,5.54,436.08,8
19,11,16.2,2,15.9,20,3.6,44.9,0,3,1019,10,0.74,44.76,13
1,13,16.8,4,13.5,21,3.9,46,0,3,506,9,0.83,115.03,9
14,14,14.3,0,13.2,19,3.5,26.7,1,3,411,8,2.67,231.75,11
16,5,15.8,2,16.4,20,3.9,40.6,0,3,234,8,0.8,77.6,3
11,5,16.1,4,11.6,24,3.5,32.4,0,2,1438,7,0.5,22.15,4
7,5,15.5,0,14.9,20,3.9,32.3,0,3,718,9,0.37,38.79,15
24,2,18.6,2,15.5,20,3.8,39.2,0,2,843,7,1.93,192.37,13
12,14,16.5,3,9.6,19,4,29.6,48,3,477,10,8.82,1109.57,14
16,4,17,0,12.7,16,3.7,35.5,1,3,674,11,6.2,136.79,6
2,2,16.2,3,12.6,21,3.7,36.5,1,4,537,10,2.51,278.23,1
7,5,16.1,1,13.6,19,3.9,26,3,2,510,7,7.58,925.09,15
20,5,14.6,5,6.8,21,3.9,23.3,0,3,656,6,0.88,66.21,4
16,4,16.2,3,13,19,3.8,43.2,0,2,599,7,0.26,34.58,14
24,7,15.3,2,12.5,27,3.5,23.9,49,3,1054,8,1.3,174.77,13
7,13,15.8,1,13.6,19,3.5,37.9,0,3,670,8,1.5,148.48,15
24,14,15.8,0,12.9,20,3.6,31.7,0,3,777,7,1.36,143,7
24,2,17.7,4,12.4,26,4.4,24.8,7,4,523,11,4.72,323.41,9
19,3,15.4,1,15.5,19,4.1,36.5,0,3,752,9,0.67,93.96,5
16,5,15,3,13.2,22,4,38.6,1,3,455,8,7.03,553.99,12
2,5,15.3,1,13.8,25,3.6,41.4,24,3,989,8,4.9,484.59,9
21,4,14.8,0,13.5,12,3.4,33.9,0,2,671,7,0.67,47.98,6
11,3,16.2,1,16.4,19,3.8,28,0,4,675,11,0.36,78.11,4
13,14,14.8,0,9.8,13,3.9,27,46,3,992,9,6.95,792.54,8
11,3,15.6,3,7.5,22,3.9,27.5,1,2,1276,10,1.16,113.32,7
2,14,15.3,3,9.6,18,3.9,34.5,64,3,405,8,0.79,69.34,9
2,14,16.2,3,12.9,19,3.8,33.3,0,3,457,11,0.64,96.28,9
21,11,16,1,13.6,18,4.3,33.3,6,3,607,9,5.39,562.73,8
13,2,16.3,1,10.7,23,3.9,51.7,47,4,884,10,1.72,209.36,9
11,3,16.7,2,14.4,18,3.7,33.8,0,3,444,9,0.65,94.99,4
2,13,15.8,3,13.8,15,3.7,41.9,36,2,409,7,3.54,421.93,1
16,7,14.9,1,9.7,19,3.7,39.3,0,2,438,8,1.31,100.78,10
14,5,15.2,1,8.5,21,4.2,30.2,0,4,1156,10,4.13,495.08,11
8,7,16.4,4,12.5,18,3.9,36.9,0,4,902,11,2.2,132.4,10
13,14,14.9,2,10.2,20,3.7,46,2,2,1623,8,2.42,285.08,5
2,13,15.3,4,11.3,25,4.1,41.4,30,3,647,7,1.81,237.79,15
16,6,16.5,1,13,23,3.9,32.1,3,4,759,10,4.92,488.87,12
24,14,14.9,2,11,27,3.9,25.4,5,3,1133,8,4.1,350.49,9
13,14,14.3,0,9.7,17,4,43.3,0,2,617,8,1.26,64.02,5
10,5,15.5,1,11.6,27,3.8,45.2,0,2,1191,8,4.12,341.39,5
12,3,15.2,1,9.8,22,3.7,29.5,0,2,1378,7,0.65,66.69,3
7,7,14.9,1,8.8,17,3.9,33,24,3,582,8,5.56,582.53,11
13,11,15.9,1,10.4,27,4.2,36.8,6,3,483,8,5.98,486.88,5
21,11,16,1,13.3,26,4,22.8,0,3,526,7,0.36,39.64,8
12,1,18.4,3,16.8,24,4,30,1,2,246,6,7.01,599.16,5
23,13,15.6,5,13.3,23,3.6,51.6,41,4,544,9,6.99,576.83,10
13,11,15.5,1,14.6,12,3.6,47,1,3,794,10,0.67,150.02,2
8,13,15.8,1,11.9,23,3.9,31.4,0,3,402,9,1.97,122.15,10
13,2,16.1,1,10.4,19,3.8,47.8,40,4,1053,10,2.07,204.76,5
16,14,15.1,3,12.3,19,3.6,47.4,1,2,828,7,1.89,221.71,10
17,2,15.9,6,13.1,26,3.9,33.9,0,3,437,8,1.4,113.49,9
11,7,16.1,2,10.7,29,3.7,32.2,68,3,1039,8,1.32,136.03,4
16,5,15.5,2,14.2,27,3.9,39.7,39,3,557,9,2.77,346.42,12
19,13,16.8,5,15.4,21,3.8,45.8,1,3,636,11,1.43,80.73,5
16,6,17.2,3,17,21,3.6,44.5,0,2,935,7,0.79,39.07,1
2,2,16.3,4,13.3,27,3.2,27.8,35,4,448,10,3.09,338.73,1
24,3,16.7,1,12.7,23,3.6,29.4,0,3,344,9,0.17,45.57,13
14,14,14.6,3,11.8,28,3.9,42,1,2,374,8,1.19,173.13,11
16,13,15.4,1,7.7,23,4,20.6,0,3,715,8,1.29,134.31,6
12,14,15.4,0,10.1,23,3.3,24.1,1,4,664,10,3.18,430.23,1
16,5,16.5,0,15.5,20,3.8,43.5,1,3,559,9,0.88,132.79,5
13,14,15.2,3,12.9,26,3.1,38.1,38,3,610,10,4.78,410.5,5
24,11,15.6,1,12.8,19,3.7,26.8,0,4,240,10,1.79,99.72,13
18,14,15.4,2,15.2,19,3.6,43.1,5,2,1106,8,5.8,304.28,13
12,5,15.1,0,11,23,3.8,34.3,2,3,824,8,2.43,197.47,6
16,5,15.2,0,10.2,19,3.1,50.8,0,3,701,8,0.84,13.28,12
21,13,15.9,3,12.3,27,3.7,23.3,92,3,429,8,1.96,243.86,11
12,13,16.3,3,16.8,9,4,32.4,1,3,321,11,2.07,248.78,1
2,5,16.6,0,13.4,12,3.7,34.9,1,3,542,9,5.67,487.79,9
23,13,16.1,6,15.4,24,3,33.9,49,4,908,10,4.9,610.29,7
12,8,15.5,2,12.6,16,3.9,35.6,29,3,489,7,1.9,193.89,10
24,14,16.3,3,12.5,13,3.4,30.7,36,4,371,10,0.95,97.1,13
23,7,16.4,1,18.6,26,4.1,29.4,6,4,729,11,4.65,565.66,7
23,13,15.6,5,10.5,30,3.8,20.6,0,3,1010,7,0.75,43.81,7
16,5,15.8,4,14.2,24,3.9,48.9,0,3,802,10,0.89,91.32,10
2,14,15.9,0,9,21,4.2,28.6,0,3,306,9,0.79,70.49,7
16,4,15.1,2,9.1,23,3.8,40.2,0,4,941,10,2.09,275.51,12
13,10,16.4,2,17.1,19,3.6,36.4,0,3,857,9,0.73,75.24,5
21,7,14.8,0,8.1,21,3.5,30.5,45,3,1413,9,4.08,325.4,10
11,5,15.3,4,10.8,25,3.4,36.6,6,2,1027,9,7.11,305.76,4
16,6,15.5,3,10.3,19,3.9,39.6,0,3,740,9,0.31,20.18,1
21,13,15.6,3,10.4,28,3.9,39.9,0,3,694,10,1.72,96.99,2
14,2,15.2,1,13.4,25,3.3,38.4,3,3,998,9,2.56,250.39,15
7,5,15.2,3,9.1,23,3.9,39.1,0,3,551,9,0.66,77.95,11
16,5,14.6,4,9.8,23,4,46.9,0,2,650,6,1.04,81.26,14
12,7,16.1,3,11,22,3.8,42,1,3,352,9,2.61,286.28,6
13,14,15.2,0,13.3,15,3.6,28,0,3,670,10,0.67,60.13,9
2,1,15.8,0,11.1,16,3.9,60.5,0,3,749,8,0.36,38.43,14
2,11,17,2,10.6,20,3.6,47,120,3,365,8,5.07,494.06,9
17,2,16.1,1,15,18,3.7,45.1,5,2,906,7,1.06,84.05,9
5,2,17,5,11.1,28,4,41.8,0,5,673,11,2.61,213.1,15
16,5,15.7,2,9.4,21,3.9,46,5,2,1584,8,2.47,221.55,1
19,11,16.2,2,14.2,28,3.7,29.2,0,4,614,11,0.58,60.82,5
7,7,17.2,2,13.1,25,3.8,34.9,0,2,480,6,0.3,45.88,11
24,13,16,3,11.8,26,4,44.1,1,5,537,11,0.89,91.46,7
21,13,16.4,3,14.3,19,3.4,31,2,4,505,11,2.8,193.22,11
9,5,15.2,1,11.7,24,3.5,38.1,0,3,429,7,0.79,85.03,12
12,4,15.4,1,10.7,19,3.2,25.8,0,3,734,9,0.38,25.48,3
19,1,16.2,1,16.5,26,3.8,38.5,0,3,366,9,0.4,41.12,5
21,11,16.7,2,12.5,24,3.8,37.2,0,3,442,10,0.77,74.75,8
2,7,16.2,0,16.3,26,4.2,35.9,1,3,1371,9,4.79,526.59,14
24,11,15.8,0,11.6,22,3.9,37.2,0,3,381,10,1.36,48.91,13
17,11,15.9,1,13.7,21,3.9,38,67,3,967,9,2.81,184.38,9
7,14,15,1,10.5,21,3.7,36.9,0,2,842,7,1.42,117.32,4
21,5,14.9,4,9.3,20,3.7,37.2,2,2,942,6,3.45,291.33,6
7,7,15.6,3,11.1,24,3.4,37.6,32,2,446,7,3.44,284.48,15
16,3,18.1,3,15.3,18,3.6,42.1,0,2,370,6,0.5,61.75,10
6,5,15.4,5,11.4,24,3.7,40.3,1,2,733,7,2.96,230.81,3
16,10,16.1,2,11.9,18,3.8,28.4,0,3,957,9,0.6,47.59,6
21,11,15.5,1,10.7,22,3.5,38.3,1,4,778,10,1.79,165.08,11
13,13,16.4,3,11.5,25,3.5,51,0,3,1144,11,0.21,22.24,5
21,7,14.9,1,11,18,4.2,43.8,0,2,277,6,1.84,216.5,8
9,5,15.4,1,15.1,22,3.8,46.3,0,3,725,8,0.5,83.29,12
18,7,15.5,2,9.3,21,4.2,39,0,3,1118,10,1.54,238.03,8
2,5,17.4,2,16.7,17,4,28.4,1,2,741,6,4.27,606.78,15
10,4,16.6,1,14.1,20,3.9,38.3,13,4,785,11,1.67,127.13,5
16,4,15.4,2,13.9,19,3.5,38.8,1,3,404,9,5.77,616.44,6
22,4,15.6,3,13.1,11,3.7,27.2,0,3,762,8,0.36,18.46,2
17,5,15.2,2,11.6,16,4.1,38.1,1,3,634,7,1.42,66.54,9
16,5,16.2,6,12.8,23,4,30.9,0,3,302,9,3.06,197.34,10
21,1,15.6,0,11.3,21,3.9,37.7,0,3,1399,10,0.48,49.98,8
2,2,16.2,4,15.1,26,4.1,49.5,1,3,1087,10,2.98,321.15,15
12,5,16.3,3,14.7,20,3.6,38.3,0,4,1328,11,1.15,44.59,14
12,13,16.1,4,11.2,27,3.6,30.7,1,4,349,11,3.53,430.21,1
7,11,16,1,12,22,3.5,36.2,1,3,96,9,4.87,395.95,4
2,14,16.1,0,13.1,23,4,38,49,4,844,10,0.96,129.05,15
1,3,16.1,1,10.8,22,3.7,28.7,50,3,843,9,4.31,386.03,1
17,1,16,2,17,19,4,48.4,0,3,823,10,0.65,51.03,9
24,6,17.7,5,16,17,3.7,33.4,1,4,1058,11,3.27,223.32,7
21,13,16.3,4,15.2,23,3.9,49.2,1,3,830,11,3.94,222.34,8
16,14,15.2,1,12.4,22,4,33,2,3,964,9,3.74,557.89,3
21,13,14.9,0,10,21,4,37.1,0,3,910,8,0.52,19.93,4
2,5,15.8,2,13,17,3.8,35.9,0,2,615,6,0.08,49.1,14
21,14,15.8,3,11.7,24,4.1,34,4,2,421,7,2.35,244.2,8
21,5,16.1,5,12.5,30,3.2,42.6,1,2,728,7,5.46,467.49,8
21,7,15.9,0,10.8,21,3.7,34.3,1,2,1278,7,2.49,180.8,6
16,7,15.4,5,10.2,23,4,20.7,0,3,553,9,0.43,29.87,8
6,4,16.3,3,13.8,22,4.1,32.2,0,3,1239,7,1.35,114.67,3
24,2,17.7,5,15.9,24,3.8,45.3,0,4,1082,11,3.67,59.23,7
23,1,17.7,0,16.9,19,3.4,27.1,0,4,309,11,0.66,48.03,10
12,1,16.2,2,15,26,3.6,43.1,5,3,1076,8,5.88,657.37,1
11,7,15.7,2,13,24,3.8,31.2,21,4,584,10,3.76,336.4,7
13,13,15.1,0,11,27,3.8,28,1,2,449,8,4.41,350.75,5
12,5,15.7,6,13.3,29,3.9,36.6,1,2,348,6,5.61,499.76,1
2,2,16,4,15.7,15,3.4,33.1,0,4,341,10,0.84,65.39,1
5,5,17.2,5,16.4,23,3.9,34.8,0,2,670,6,1.62,123.84,15
16,5,15.8,3,8.1,19,3.6,43.7,0,3,552,10,1.48,139.75,12
21,13,16,2,12.9,23,3.9,18.3,2,4,654,11,5.6,501.7,11
7,13,16.8,1,13.3,18,4.1,25,1,4,389,10,2.43,208.79,8
14,11,16.6,2,11.3,16,4.2,35.9,0,3,722,9,0.5,43.64,11
16,13,16,5,10.5,31,3.8,37.7,0,3,462,11,2.88,218.75,8
7,3,17,4,12.8,25,3.6,43.7,0,3,647,10,0.64,65.88,15
6,2,16.1,6,11.2,19,3.8,29.3,1,3,537,10,6.6,372.43,15
16,1,16.2,2,16.1,23,3.9,44.4,62,3,915,9,1.92,223.93,14
16,5,15,0,8.9,19,3.4,34.7,1,3,477,7,1.5,183,12
21,5,16.1,2,14.5,20,3.9,37.7,0,3,799,8,0.81,62.98,15
12,4,14.9,5,12.1,24,3.8,37.4,1,4,648,10,3.33,346,6
3,5,17.4,3,10.9,21,3.6,37.2,3,1,1244,6,1.47,142.71,13
2,3,16.1,3,14.6,18,3.7,28.9,0,4,1060,10,0.69,73.47,15
23,5,14.6,4,12,28,3,40.2,0,2,1203,6,7.47,123.45,10
17,13,15.3,4,10.1,17,3.7,30.6,0,2,1183,7,1.75,80.26,9
21,7,16,1,13.6,25,3.4,40.6,64,3,716,9,2.47,163.1,11
16,14,14.8,0,10.3,19,3.7,18,26,3,830,9,3.13,354.13,4
16,4,15.8,4,9,28,3.8,43.7,15,2,809,7,1.51,119.95,3
23,2,15.4,6,13.3,21,4,43.7,0,2,588,6,1.96,147.31,7
3,14,14.3,2,10.8,23,3.6,28.2,0,3,649,8,2.45,141.87,13
12,9,15.6,2,12.3,24,3.7,34.2,0,3,328,9,0.72,51.2,6
2,2,16.4,2,14.8,20,3.6,24.3,24,4,1541,10,5.17,557.86,9
16,14,16,3,13.2,20,4,30,0,2,777,8,0.24,14.6,14
16,9,16.3,2,13.1,24,4.1,34.6,0,2,495,8,0.96,109.76,12
6,14,15.4,1,14.8,17,3.6,32.1,22,2,806,7,3.11,420.13,3
24,9,16,0,10.8,23,3.9,28.7,22,3,1006,9,4.53,522.63,13
16,1,15.8,0,11.6,20,3.8,34.9,14,3,634,10,2.9,235.6,12
12,4,15.8,4,11.9,27,3.6,19.9,1,3,815,10,2.44,251.58,14
5,2,16.3,3,14.3,19,3.7,32.6,2,4,611,10,3.05,262.11,4
19,7,16.2,3,16.9,15,4.2,39.2,6,3,369,10,2.55,140.17,13
12,4,15.5,1,12.7,19,3.9,40.7,33,3,983,9,1.36,229.89,9
2,11,16,1,12,23,4,31.9,1,4,759,10,2.24,251.48,9
12,14,14.8,3,9.4,26,3.7,28.5,1,3,404,8,4.98,647.94,3
16,4,14.8,1,15.2,14,3.8,38.9,1,3,623,8,2.06,207.97,6
14,13,15.7,4,11.9,22,3.8,31.5,1,3,435,7,1.57,175.25,15
16,14,15.8,2,11.9,21,3.7,26.6,30,3,767,9,3.8,440.59,14
12,11,16,1,11.9,16,3.9,29,5,2,1220,7,2.98,211.66,3
23,7,17.7,0,15.1,22,3.8,31.6,0,4,759,11,0.16,36.57,10
16,9,16.6,2,16.4,25,3.6,47,0,2,830,8,0.63,151.2,10
16,5,15.7,3,14.3,28,4,41.8,1,2,776,7,2.23,242.92,1
7,13,16.2,4,14.6,23,3.7,30.9,11,4,548,11,3.54,373.31,11
12,2,15.6,4,14.6,19,3.7,24.2,0,4,245,11,0.27,47.01,1
11,5,15.4,0,11.6,20,4.1,25.9,0,3,545,9,1.71,33.14,4
15,11,16,0,13.6,19,3.5,39.8,0,3,657,8,0.79,76.69,7
12,14,14.3,3,10.5,17,4,48.5,0,3,583,8,1.14,124.39,1
24,13,16.1,5,11.1,23,4,45.8,7,4,465,11,2.83,178.49,13
13,7,15.7,0,15.4,17,3.9,39.6,0,3,572,7,0.66,87.84,2
21,7,14.7,1,9.1,18,3.5,39.6,35,2,1062,8,3.15,351.19,11
20,2,14.8,5,9.9,24,3.4,39.6,0,2,335,6,0.65,68.23,15
5,7,15.5,1,8.9,25,3.9,23,1,3,986,9,2.81,272.34,15
10,14,15.8,0,14.8,28,3.5,41.3,78,2,1464,8,1.53,79.67,3
12,7,16.3,2,13.8,16,3.7,38.9,1,4,502,11,3.03,243.62,2
2,2,16.1,2,16.2,20,3.9,36.2,1,3,773,10,2.68,351.56,9
16,7,15.9,1,13.6,26,3.6,30,6,2,378,6,7.85,1042.8,6
9,4,15.3,2,13.7,29,3.8,52,0,3,515,7,1.12,31.1,12
1,7,15.2,0,10,27,3.5,48.8,1,3,740,9,2.84,261.78,9
23,11,16.6,1,13.7,20,3.7,46.1,0,3,748,9,0.68,83.52,7
7,7,15.4,0,13.4,22,3.7,50.9,0,3,603,9,0.46,60.35,15
5,13,16,3,12.6,15,3.5,32.6,0,2,1047,7,0.35,32.81,15
13,11,16.8,0,12.7,20,4,37.2,0,4,1021,10,0.16,31.59,9
